"name","Number of reviewers","Overall score","Cleanliness","Comfort","Facilities","Staff","Value for money","Free WiFi_10","Location","good Fitness Center","Daily Housekeeping","Heating","Free Parking","Airport Shuttle (free)","Private Parking","Spa","On-site Parking","Fitness Center","Room Service","Family Rooms","Parking","Airport Shuttle","Air Conditioning","Free WiFi_26","Laundry","Water Park","Pet Friendly","Outdoor Pool","Indoor Pool","Elevator","Garden","Facilities for Disabled Guests","Bar","Beach nearby","wonderful Fitness Center","Beachfront","Non-smoking Rooms","Terrace","Swimming Pool","very good Fitness Center","Restaurant","Private Beach Area","exceptional Fitness Center","24-Hour Front Desk","WiFi","BBQ Facilities","Dist","zip_id"
"Popular Hollywood Famous suite","6","8.9","8.3","8.8","9.2","9.2","8.8","9.2","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Courtyard by Marriott Santa Monica","226","8.4","8.8","8.6","8.3","8.4","7.2","8.4","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","(14.3 miles from center)",39
"Ramada by Wyndham Marina del Rey","1,501","8.0","8.4","8.1","7.6","8.4","7.4","7.6","8","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(12.4 miles from center)",9
"Downtown Highrise Luxury Living","11","8.9","8.9","9.3","8.9","8.4","8.9","9.1","8","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Sunset Marquis Hotel","254","8.9","9.2","9.2","8.8","9.1","8","5.5","9.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(8.1 miles from center)",12
"The Orlando Hotel","600","8.5","8.7","8.6","8.1","8.8","7.6","7.7","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",3
"Marina Del Rey/Venice 2 Bed, 2 Bath. Pool, Gym","6","9.7","9.6","9.6","10","9.6","9.6","9.6","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(12.4 miles from center)",9
"Urban DTLA Top Level Penthouse","9","9.4","9.2","8.9","9.7","10","9.2","9.5","8","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Popular Hollywood Fabulous Suite","30","8.5","8.7","8.8","8.6","7.9","7.9","9","9.2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Urban Hollywood Memories Penthouse","8","9.1","8.9","8.9","8.9","9.7","8.6","9.4","5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Embassy Suites Los Angeles - International Airport/North","1,080","8.5","8.6","8.7","8.6","8.7","8","8.4","8.6","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(10.6 miles from center)",8
"PREMIUM TWO BEDROOM CONDO w Free parking","7","9.0","9.3","9.3","9.3","8.2","8.9","10","8.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1,150 feet from center)",11
"Downtown LA 5beds Entertainer Pool","23","8.5","9","8.9","8.9","7.8","8","9.4","8.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Le Meridien Delfina Santa Monica","893","8.0","8.5","8.4","8","8.4","6.9","8.1","8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","(13.7 miles from center)",27
"High-Rise City View Condo","12","8.5","8.8","8.8","9","7.7","7.7","9","5","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(2.8 miles from center)",62
"W. HOLLYWOOD CHARMING 2BR/2BT SUITE / Free Parking / Rooftop Pool","6","9.8","10","9.6","10","10","9.6","9.6","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",15
"Popular Audrey Hepburns Hollywood Suites","64","8.6","8.6","8.8","8.6","8.4","8.2","10","9.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(6.2 miles from center)",25
"InterContinental - Los Angeles Downtown","710","9.0","9.3","9.2","9","8.8","8.4","9.1","9.2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(1 miles from center)",50
"East West Comfort: Hollywood Walk of Fame Apartments","12","8.2","8.3","8.1","7.5","8.1","7.9","6.3","9.4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Urban Hollywood Modern Penthouse","37","8.5","7.9","8.8","8.5","8.5","7.9","6.3","9.1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.8 miles from center)",25
"Fairmont Miramar Hotel & Bungalows","296","8.4","8.8","8.6","8.4","8.7","7","6","9.2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0","(14.9 miles from center)",39
"Petit Ermitage","588","8.7","9","8.9","8.8","8.7","7.6","8.6","9.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(8.1 miles from center)",12
"Popular Hollywood Presidential Penthouse","24","8.6","9.2","9","8.2","7.7","7.8","10","9.4","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Hotel Angeleno","1,841","8.1","8.6","8.1","8","8.5","7.4","8.4","7.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(12.4 miles from center)",55
"LA Paradise Retreat Amazing Location","6","9.5","9.2","9.6","10","10","8.8","9.6","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Hilton Garden Inn Los Angeles Marina Del Rey","401","8.5","8.9","8.7","8.3","8.8","7.6","8.1","8.5","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Popular Hollywood Blvd Deluxe Suite","12","8.3","8.2","8.6","8.6","7.3","7.3","9.6","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Urban Hollywood Chateau Suite","51","8.8","8.6","9","9.1","8.7","8.5","9.2","8.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Popular Downtown LA Extravagant Suite","13","8.7","8.9","8.7","8.9","8.7","8.3","8.8","9.1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",25
"East West Comfort: Downtown LA Artistic Apartments","9","8.2","8.9","8.1","7.8","8.9","7.2","7.5","8.1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.7 miles from center)",11
"Popular Hollywood Views Massive Penthouse","5","8.4","8.1","9.4","8.8","7","8.1","9.4","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",25
"Melrose Place","30","8.6","8.3","8.6","8.3","8.6","8.4","8.8","9.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(5.6 miles from center)",15
"Popular Hollywood VIP Celebrity Penthouse","31","8.4","8.2","8.8","8.2","7.7","8.1","9.4","9.2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Downtown LA Convention Center Apartment","35","8.6","8.7","8.6","8.9","8.3","8.6","8.8","8.8","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.7 miles from center)",25
"Sunset Boulevard Luxury Private Home Escape","5","9.7","9.5","10","10","9.5","9.5","9.5","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Abbot Kinney Apartment","341","8.3","8.5","8.3","8.2","7.9","7.7","8.5","9.2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(13 miles from center)",1
"Downtown Los Angeles Deluxe Penthouse","16","8.5","8.6","8.9","8.9","7.8","8.5","10","8.5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",6
"Popular Hollywood Spectacular Double King Suite","23","8.8","9","9.3","8.8","8.2","8.4","8.8","9.1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Walk of Fame Hostel","3,741","8.3","8.4","7.7","8","8.5","8.1","8.4","9.3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","(6.2 miles from center)",6
"The Westin Los Angeles Airport","1,573","8.1","8.4","8.5","8.1","8.3","7.5","6.4","8.2","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(10.6 miles from center)",8
"Comfort Inn Near Old Town Pasadena in Eagle Rock CA","583","8.3","8.6","8.3","8.1","8.8","8.1","7.9","7.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","(6.2 miles from center)",28
"Best Western Plus Hollywood Hills Hotel","1,204","8.2","8.5","8.2","8","8.5","7.5","8.6","8.5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Modern Living","62","8.9","8.9","9.2","9","8.7","8.8","9.3","8.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1,150 feet from center)",11
"Cozy Silver Lake Getaway","18","8.7","8.8","8.8","8.5","8.8","8.1","10","9.2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3 miles from center)",31
"Kimpton Hotel Palomar Los Angeles Beverly Hills","627","8.0","8.5","8.3","7.7","8.3","7.1","6.2","8.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(10.6 miles from center)",19
"Marina Vacation Rentals","196","8.7","8.7","8.7","8.6","9.2","8.4","9","8.6","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(11.8 miles from center)",41
"Popular Downtown LA Skyline View Suites","31","8.3","8.1","8.2","8.2","8.8","8.2","7","8.4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Marina del Rey Marriott","341","8.1","8.4","8.4","8","8.4","6.9","3.8","8.6","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(13 miles from center)",9
"Popular Hollywood VIP Executive Suite","18","8.0","7.7","8.3","7.9","7.5","8.1","8.8","8.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Popular Hollywood Blvd Gorgeous Penthouse","51","8.0","7.7","8.3","7.8","7.7","7.6","10","9.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Urban Downtown 3br 3ba Sky Pool Table Penthouse","22","8.6","8.8","8.9","8.6","8.5","8","8.9","12","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Deluxe, Universal Studios / 2 rooms","39","8.3","8.7","8.3","8.2","8","7.8","8.8","8.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",14
"Hotel Indigo - Los Angeles Downtown","791","8.6","9","9","8.8","8.5","8","8.7","8.6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Tuck Hotel","204","9.0","9.4","9.2","8.7","9.4","8.4","8.9","8.7","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","(0.9 miles from center)",33
"Popular Hollywood Blvd Majestic Suite","6","9.0","8.3","9.2","9.6","8.3","8.8","9.6","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Popular Hollywood Blvd Shining Suite","13","8.3","8.3","8.7","8.1","8.3","7.7","9.1","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Hollywood 2Bed 2Bath","99","8.1","7.7","8.3","8.2","8.7","8.2","8.5","7.8","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",44
"Sunset Home","13","8.2","8.3","7.7","7.9","8.3","8.3","8.7","5","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",12
"Hollywood Walk of Fame Apartment","7","8.6","8.6","8.9","7.9","8.2","8.6","9.7","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Luxury Condo with Parking","8","8.2","8.8","8.5","7.8","7.5","7.8","8.8","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",15
"The Los Angeles Athletic Club","671","8.6","8.8","8.8","8.8","8.7","8","8.4","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","(0.8 miles from center)",33
"Hollywood Spring Deluxe","170","9.0","9.1","9.1","9.2","9.2","8.7","9.3","8.6","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(5 miles from center)",6
"DTLA Convention Center Stylish Apartment","10","8.6","8.8","8.5","9","8.5","8","9","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.7 miles from center)",25
"Popular Hollywood Celebrity Suite","46","8.2","8.4","8.3","7.9","7.7","7.8","8.2","9","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"BLVD Hotel & Suites","1,311","8.0","8.2","8","7.6","8.2","7.4","8.4","8.7","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",14
"Kimpton La Peer Hotel","48","8.8","9.5","8.7","8.8","9.2","7.8","10","9.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(8.1 miles from center)",12
"Beverly Hills Plaza Hotel","789","8.4","8.7","8.6","8.3","8.5","7.7","8.4","8.6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.9 miles from center)",19
"Popular Downtown LA Presidential Pool Table High Rise","26","8.2","7.6","8.4","8.3","7.8","8","8.3","9.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Hampton Inn Los Angeles Int'l Airport/Hawthorne","2,092","8.5","9","8.8","8.6","8.8","8.2","8.1","7.8","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.9 miles from center)",56
"Luxe Rodeo Drive Hotel","753","8.2","8.4","8.1","7.8","8.5","7.2","7.8","9.4","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","(8.7 miles from center)",20
"Popular Downtown LA Governor Suite","26","9.2","9.1","9.3","9.3","9","9.1","10","9.3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Residence Inn by Marriott Los Angeles L.A. LIVE","311","8.7","8.9","8.9","8.8","8.9","7.8","9","8.8","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.4 miles from center)",25
"Luxury Home In The Heart of LA","29","9.4","9.6","9.5","9.3","9.4","9.3","10","9.5","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"DTLA Staples Center Suite","20","8.2","8.4","8.4","8.1","7.6","7.5","9.2","9.1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Courtyard Los Angeles Westside","539","8.2","8.7","8.5","8.2","8.3","7.4","8.2","8.1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",18
"Popular Hollywood Blvd Luxury Penthouse","35","8.5","8.6","8.8","8.4","8.4","8","8.3","8.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Oakwood Toluca Hills","1,534","8.1","7.8","8.4","8.1","8.1","7.9","8.7","8.4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(8.1 miles from center)",14
"Popular Hollywood Skyline View Penthouse","10","8.5","8.8","9.3","8","7.5","8","9.3","4","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Heaven on Hollywood Furnished Apartments","213","7.9","7.7","8","7.8","7.6","7.4","8.9","8.9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Downtown LA 3-Bedroom Pool Suite #1","11","8.4","8.6","9.1","8.9","8.2","7.3","10","8.2","0","0","0","0","0","1","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Popular Hollywood Blvd Modern Suite","58","8.4","8.5","8.6","8.5","8.2","8.1","10","8.7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",25
"Popular Hollywood Prestige Suite","12","8.2","8.3","8.1","8.3","7.3","7.5","8.8","9.4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"The Peninsula Beverly Hills","199","9.4","9.7","9.6","9.4","9.4","8.4","9.7","9.6","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",5
"East West Comfort: Downtown LA Cozy Apartments","11","9.1","9.6","9.1","9.6","9.3","8.6","8.2","8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.7 miles from center)",25
"Hollywood Private Bungalow","19","9.0","8.8","8.8","9","9.1","8.7","10","9.4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",44
"Urban DTLA Chic Stylish Suite","34","8.8","8.7","8.5","8.9","9.1","8.6","9.2","9.2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.9 miles from center)",25
"Hollywood Megastar 5 beds 2-BR pool","8","9.3","8.1","10","9.7","9.1","9.1","10","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Popular Downtown LA Cirrus Resort Style Suite","23","8.1","8.1","8.6","7.9","8.5","7.8","10","7.9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",11
"LA Clean and Comfy Suite","11","8.9","8.4","8.9","8.6","8.8","9.1","9.5","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",15
"Urban DTLA VIP Penthouse with Pool Table","8","9.4","9.4","9.7","9.7","9.1","9.1","10","9.4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Urban 20 FT Two Level Loft","5","9.3","10","10","9","9.5","8.5","8.5","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"AIR Venice on the Beach","1,807","7.8","7.9","7.5","7.4","8.3","7.1","8","8.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","(13.7 miles from center)",1
"Global Luxury Suites at Figueroa Street","11","8.3","8.2","8.6","8.2","8.6","8","10","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",25
"Urban DTLA Resort Style Flamingo Suite","13","9.0","8.7","9.4","9.4","8.5","8.7","10","9.2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1 miles from center)",50
"Homewood Suites By Hilton Los Angeles International Airport","729","9.0","9.3","9.3","9","8.8","8.4","8.6","9","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",8
"Modern 2BR/2BA in the Heart of Hollywood","19","8.5","8.3","8.5","8.2","8.3","8.4","2.5","9.2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Studio Plus - Hollywood Luxury 2BR APT","156","8.2","7.9","8.5","8.1","7.8","8","9.1","9.2","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Loft on Hollywood Walk of Fame","29","8.6","8.1","8.5","8.7","8.9","8.3","9.2","9.2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"The Hollywood Roosevelt","1,947","8.3","8.6","8.2","8.2","8.5","7","6","9.1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(6.2 miles from center)",6
