"name","Number of reviewers","Overall score","Cleanliness","Comfort","Facilities","Staff","Value for money","Free WiFi_10","Location","good Fitness Center","Daily Housekeeping","Heating","Free Parking","Airport Shuttle (free)","Private Parking","Spa","On-site Parking","Fitness Center","Room Service","Family Rooms","Parking","Airport Shuttle","Air Conditioning","Free WiFi_26","Laundry","Water Park","Pet Friendly","Outdoor Pool","Indoor Pool","Elevator","Garden","Facilities for Disabled Guests","Bar","Beach nearby","wonderful Fitness Center","Beachfront","Non-smoking Rooms","Terrace","Swimming Pool","very good Fitness Center","Restaurant","Private Beach Area","exceptional Fitness Center","24-Hour Front Desk","WiFi","BBQ Facilities","Dist","zip_id"
"W Los Angeles – West Beverly Hills","363","7.7","8","7.9","7.5","7.9","6.5","5","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(11.2 miles from center)",19
"Urban Hollywood Two Level Penthouse","20","9.2","9","9.3","9","9.4","8.8","9.8","14","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Selby Ave Guest House","75","10","10","9.9","10","9.9","9.9","10","9.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(9.9 miles from center)",53
"L.A. CITY LIFE HIGHRISE VIEWS - 5 BEDS","5","8.4","8.5","8.5","8.5","8.5","8.5","8","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Downtown LA Dazzling Apartment","6","8.2","9.2","8.3","7.5","7.9","7.9","7.5","8.3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Urban Hollywood Celebrity Suite","18","8.5","8.2","8.6","8.8","8.8","8.1","9.2","8.6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Hollywood Historic Hotel","1,686","7.7","7.9","7.5","7.2","8.5","7.4","8.6","7.8","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","(4.3 miles from center)",44
"Hilton Los Angeles Airport","4,004","7.7","8.1","7.9","7.6","7.9","7","5.6","7.9","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","(10.6 miles from center)",8
"Hollywood Hotel - The Hotel of Hollywood Near Universal Studios","2,206","7.8","8","7.9","7.7","8.1","7.5","7.9","7.5","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","(3.7 miles from center)",37
"Renaissance Los Angeles Airport Hotel","964","7.9","8.3","8.1","7.9","8.2","7.1","6.2","8.1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(10.6 miles from center)",8
"Popular Hollywood Blvd Superstar Suite","11","7.8","8.2","8.2","8.2","6.6","7.3","8.2","6","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Hollywood Blvd Stars Suite","44","7.8","7.8","7.6","7.6","7.4","7.3","8","9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"The Hotel Hollywood","2,632","8.0","8.2","7.5","7.3","8.9","7.5","7.8","8.5","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Popular Hollywood Blvd James Dean Suite","15","8.1","7.3","8.7","8.3","7.2","7.7","10","9.2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"The Grove Luxe Apartment","10","8.1","8.3","8","8","8.1","7.5","7.5","8.8","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Four Points by Sheraton Los Angeles International Airport","5,880","7.6","7.8","7.5","7.3","8","6.9","7.6","8","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","(10.6 miles from center)",8
"Popular Hollywood Boulevard Of Stars 2BR/BA Suite","30","8.1","7.8","8.3","8.2","7.7","7.5","8.9","11","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Comfort Inn Santa Monica - West Los Angeles","610","7.8","8.2","7.9","7.6","8","7.3","7.9","7.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","(13 miles from center)",54
"Downtown LA Convention Center Elite Apartment","14","8.7","8.9","8.5","9.1","8.2","8.5","6.7","9.2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.7 miles from center)",25
"Modern Apartments in Downtown LA","101","7.6","7.7","8","7.8","7.1","7","9.2","8.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","(1.1 miles from center)",50
"Artist Home at Venice Beach - One Bedroom Oasis","20","7.2","6.8","6.6","6.4","8.4","6.6","8.5","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Beverly Hills Celebrity Home","168","8.9","9.1","8.9","9","8.8","8.6","9.3","9.3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(8.7 miles from center)",26
"Mondrian Los Angeles in West Hollywood","732","7.7","8","7.9","7.5","7.7","6.6","5.7","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(8.1 miles from center)",12
"DoubleTree by Hilton Hotel Los Angeles - Westside","892","7.7","8","7.9","7.6","8.1","6.9","7.5","7.5","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.9 miles from center)",18
"DOWNTOWN L.A. SKY VIEW PENTHOUSE & 4 BEDS","12","8.2","7.7","8.6","8.3","7.3","8.1","9.4","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(1 miles from center)",50
"Hotel MDR Marina del Rey- a DoubleTree by Hilton","679","7.8","8.1","8","7.7","8.2","6.7","7.8","7.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.8 miles from center)",9
"Super Lovely Studio Apartment","5","9.0","8","9.5","9","9.5","9","9","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3.7 miles from center)",45
"Angel City Spacious Apartment","15","8.3","8.8","8.5","8.2","8.2","7.8","7.5","8.2","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Hollywood 7 Bed Penthouse Superstar","38","7.7","7.4","7.6","7.4","8.1","7.1","8.8","8.7","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Doubletree by Hilton Los Angeles Downtown","693","7.8","8.3","8.1","7.7","8.1","6.9","6.1","7.8","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","(650 feet from center)",11
"Hollywood Walk of Fame 5beds Studio","13","8.0","8.1","8.1","7.7","8.3","7.5","7.5","8.6","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Downtown LA 5Beds Spectacular Pool","8","7.5","8.5","8.5","7.5","6.9","6.3","7.5","7.2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Studio City Warm Apartment","10","7.6","7.8","7","6.8","8","6.5","9.3","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",47
"Chic and Charming 1 bdr","70","7.9","7.7","7.8","7.7","7.9","7.5","8.6","8.9","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(6.8 miles from center)",42
"Hollywood House Melrose Place","9","7.5","7","7.2","7.2","8.3","7","8.1","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(5.6 miles from center)",44
"Downtown Los Angeles Luxury 3-bedroom Pool Suite","10","8.1","8.3","8.5","8","7.3","7.8","8.5","5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"The Standard, Hollywood","563","7.8","7.9","7.7","7.4","8.2","6.9","7.8","8.7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",12
"DOWNTOWN L.A. 36 Story Breath Taking View Penthouse","15","7.8","7.7","7.7","8","7.8","7.5","6.3","7.8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","(1.1 miles from center)",25
"Urban Downtown LA Sapphire Suite","5","8.6","9.5","8.5","8.5","8.5","8","8.5","3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Holiday Inn Express Los Angeles LAX Airport","657","7.9","8.1","8","7.5","8.2","7.3","8.2","8","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.9 miles from center)",8
"Hollywood Hills Suites","50","7.9","7.6","7.8","7.5","7.9","7.4","7.5","9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","(5.6 miles from center)",6
"EXQUISITE MARINA 2BDR SUITE WITH BALCONY & RELAXING VIEWS","9","7.9","7.8","7.5","7.8","7.8","7.5","7.5","9.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.8 miles from center)",41
"Wingate by Wyndham Los Angeles Airport","4,050","7.6","7.9","7.9","7.4","7.7","7.3","7.7","7.5","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(9.9 miles from center)",59
"Hampton Inn & Suites Los Angeles/Hollywood, CA","85","8.6","9.2","8.8","8.8","8.9","7.8","8.5","7.8","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(5 miles from center)",44
"Montrose West Hollywood","458","7.7","7.8","8","7.6","7.8","6.8","5.8","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(8.1 miles from center)",12
"Los Angeles 5 Beds Convention Pool","24","7.9","8.2","8.5","7.7","7.5","7.2","10","8.5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.5 miles from center)",25
"Top Floor Penthouse Living Like A Rockstar","23","8.1","8.1","8.1","8.3","8.2","7.5","7.8","8.3","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1 miles from center)",50
"Sheraton Universal","1,017","7.5","7.5","7.5","7.1","8.1","6.2","5.8","8.5","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(8.7 miles from center)",38
"Mid City 3 Bedroom 3 Bathroom 5 Queen Beds","11","8.3","8.2","8.2","8.6","8.9","8.2","10","7.5","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3.7 miles from center)",29
"The Moment Hotel","271","8.0","8.3","8","7.8","8.4","7","8.1","8.3","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(6.8 miles from center)",42
"Urban Downtown LA Luxury Resort Suite","16","8.7","8.5","8.6","8.8","9.2","8","9.2","8.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Jolly Roger Hotel","1,043","7.6","7.6","7.3","7.3","8.5","6.9","8.2","8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(12.4 miles from center)",9
"Urban Downtown LA Designer City Sky Suite","15","8.0","7.5","7.5","7.8","8","7.9","9.1","9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Downtown LA VIP Resort Apartment","9","7.4","7.8","7","7","7.5","7.2","2.5","8.1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Strathmore Apartments","50","7.4","7.5","7.4","7.3","6.8","7.2","8","8.2","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(11.8 miles from center)",19
"Executive Celebrity Suites","41","8.5","8.4","8.7","8.8","8.5","8.2","9.7","8.4","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Popular Downtown Los Angeles Luxurious Resort Suite","26","7.9","7.5","8.3","8.3","8","7.5","8.3","7.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(0.7 miles from center)",11
"Hollywood Hot Spot Condo","12","7.5","7.5","7.1","7.1","7.9","6.9","10","8.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Amazing 2bed/2 bath near the Grove","36","8.3","7.5","8.2","8.3","9","7.7","7.5","9.3","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",15
"Popular DTLA Designer Suite","13","8.0","8.5","8.1","7.9","8.1","7.3","8.3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Sportsmen's Lodge Hotel","1,357","7.7","7.9","7.8","7.5","8","7","7.9","8.1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",47
"Popular Hollywood Blvd Magnificent Suite","10","7.8","7.5","8","8","7.8","7.8","8","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Epic Downtown Apartment","6","8.2","8.8","8.3","8.3","8.3","7.9","10","7.5","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"SureStay Collection by Best Western Saharan Hotel","1,179","7.0","7.1","6.8","6.5","6.9","6.7","7.3","7.9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",42
"Modern Star Apartments","16","8.1","8.8","8.3","8.5","8.3","7.7","8.8","7.2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.6 miles from center)",50
"Hotel Carmel By The Sea","1,247","7.4","7.6","6.9","6.4","8.1","6.5","7.3","9.2","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","(14.3 miles from center)",39
"Popular Hollywood Blvd Two Story Suite","32","7.8","7.9","8.1","7.8","7.5","7.1","7.5","8.4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Urban Downtown LA Oasis Resort Suite","14","7.5","7.2","7.3","7","8.7","7","7.5","8","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Urban Downtown LA Pool Table Penthouse","18","7.9","6.8","8.2","8.1","8.5","6.7","7.5","8.9","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"The Standard, Downtown LA","705","7.8","8.1","7.7","7.7","7.8","6.9","8.2","8.3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",16
"The Grove Luxury Suite","6","7.9","7.1","7.9","8.3","7.9","7.5","8.8","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Century Park Hotel LA","131","7.4","7.8","7.4","6.9","8","6.8","8.4","7.7","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(9.9 miles from center)",53
"Hollywood City Inn","1,492","7.3","7.4","7.2","7","7.3","7","7.8","7.9","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","(5 miles from center)",2
"Private Bedroom and Bathroom in Shared 2 Bedroom Apartment","13","8.2","8.5","8.3","7.9","8.5","6.9","7.5","9.2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Wellworth Apartments","170","7.8","7.5","7.9","7.6","7.9","7.1","8.5","8.6","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(11.2 miles from center)",19
"Cal Mar Hotel Suites","657","7.7","7.6","7.5","7.2","8.1","6.8","3.7","8.9","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","(14.9 miles from center)",23
"Dunes Inn - Sunset","648","7.5","7.8","7.2","7","7.7","7.4","8.2","8.1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(5 miles from center)",6
"The Dixie Hollywood","1,986","7.1","7","6.8","6.8","7.4","6.9","7.2","7.9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5 miles from center)",2
"Hollywood Grand Apartment","10","6.9","7","7.5","6.3","6","6.8","7.8","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Hollywood 5 Beds Famous Awards Pool","26","7.3","7","6.9","7.1","7.9","6.8","8.2","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"La Quinta Inn & Suites LAX","4,039","7.4","7.5","7.5","7.1","7.8","7","8.2","7.7","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","(9.9 miles from center)",8
"Highland Gardens Hotel","775","7.0","6.4","6.6","6.5","7.3","6.3","7.7","8.6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Ramada by Wyndham Los Angeles/Downtown West","1,153","6.9","7.3","7.1","6.8","7.3","6.5","7.4","6.7","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(2 miles from center)",51
"Hollywood Downtowner Inn","1,566","7.1","6.7","6.7","6.5","7.9","6.8","6.9","7.8","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","(5 miles from center)",6
"O Hotel","934","7.5","7.8","7.3","7.2","8","6.7","7.5","8.3","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(1.1 miles from center)",50
"Hotel Hwood Near the Sunset Strip","743","7.5","7.6","7.3","6.8","7.6","7.2","7.8","8.6","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Penthouse Los Angeles Convention Resort Suite Pool","24","7.7","8.1","8.2","8.2","7","7","8.8","7.5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(1.5 miles from center)",25
"Luxury Private 2 bedroom Condo","13","7.4","7.3","7.7","6.5","7.5","7.1","8.5","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Hollywood Inn Express North","1,243","7.2","7.3","7.1","6.8","7.2","7.1","6.9","7.5","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(4.3 miles from center)",2
"Hollywood and Sunset Furnished Apartments","64","8.4","8.1","8.5","8.5","8","8.1","9.5","9.2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Step to the beach","6","6.2","6.7","5.4","6.3","6.3","4.6","7.9","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Dunes Inn - Wilshire","449","7.3","7.6","7.1","6.9","7.2","7","7.2","7.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(4.3 miles from center)",62
"Chic Hollywood home - central to everything","5","8.1","9","9","6.5","6.5","8.5","9","2","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(4.3 miles from center)",44
"Corporate Suites in Downtown LA near Staples Center","126","7.2","7.2","7.5","7.3","6.7","6.8","8.9","7.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Hollywood Blvd Walk of Fame Apartment","9","7.5","7.5","7.5","7.8","6.1","7","8.9","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Ocean Suites - Coral","36","8.5","8.4","8.3","8.2","8.7","8.1","9.5","9.5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",27
"Studio City Courtyard Hotel","1,021","7.2","7.1","7","6.7","7.8","6.8","7.9","7.8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",47
"Hotel Solaire Los Angeles","1,592","7.0","7.1","7","6.8","8","6.7","7.9","6.3","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.7 miles from center)",50
"Private Hollywood 4Br Villa at Melrose","7","7.8","7.2","7.9","7.5","8.2","7.9","7.9","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(5.6 miles from center)",15
